Name,A_site,B_site,X_site,Spacegroup,Ehull,BulkModulus,Energy,ZPE,s_A,s_B,s_X,density,mean_A2B,mean_A2X,mean_B2X,mean_X2X,std_A2B,std_A2X,std_B2X,std_X2X,E_coh,TF,OF,A_Z,B_Z,X_Z,A_M,B_M,X_M,A_G,B_G,X_G,A_IEI,B_IEI,X_IEI,A_IEII,B_IEII,X_IEII,A_EA,B_EA,X_EA,A_ChiP,B_ChiP,X_ChiP,A_ChiA,B_ChiA,X_ChiA,A_Rvdw,B_Rvdw,X_Rvdw,A_Rc,B_Rc,X_Rc,A_Ra,B_Ra,X_Ra,A_MP,B_MP,X_MP,A_BP,B_BP,X_BP,A_Rho,B_Rho,X_Rho,A_MV,B_MV,X_MV,A_Hf,B_Hf,X_Hf,A_Hv,B_Hv,X_Hv,A_Kappa,B_Kappa,X_Kappa,A_CvM,B_CvM,X_CvM,A_B,B_B,X_B,A_MendeleevNo,B_MendeleevNo,X_MendeleevNo
CsPbF3,Cs,Pb,F,R3c,0.0,50.0,-22.655302695,10.3726391333333,1.88,1.19,1.285,5.760497876629994,4.195163952205908,3.3311885259530687,2.450356364415509,3.674980157522368,0.03559865302074278,0.16600501710681734,0.0197108573509931,0.4278572510141344,-21.927125954999998,0.9042395807900699,0.9260700389105059,55.0,82.0,9.0,132.9054519,207.2,18.9984032,1.0,14.0,17.0,3.893905,7.41663,17.4228,23.15744,15.03248,34.9708,45.5,35.1,328.0,0.79,2.33,3.98,0.659,,4.193,3.43,2.02,1.47,244.0,146.0,57.0,2.6,1.8,0.5,301.59,600.61,53.53,944.0,2022.0,85.03,1879.0,11340.0,,70.94,18.26,11.2,2.09,4.774,0.255,65.0,178.0,3.27,36.0,35.0,0.0277,0.242,0.13,0.824,1.0,2.0,2.0,8.0,82.0,102.0
CsReO3,Cs,Re,O,Pm-3m,0.0,193.6,-34.87900128,26.5228052,1.88,0.58,1.35,9.113203588539262,3.515515108044428,2.8704060659180404,2.0296835939696467,2.8704060659180404,0.0,2.0934566115783667e-16,2.0934566115783667e-16,2.0934566115783667e-16,-32.94121740999999,1.1833963229184188,0.4296296296296296,55.0,75.0,8.0,132.9054519,186.207,15.9994,1.0,7.0,16.0,3.893905,7.83352,13.61805,23.15744,,35.1211,45.5,14.5,141.0,0.79,1.9,3.44,0.659,,3.61,3.43,2.16,1.52,244.0,151.0,66.0,2.6,1.35,0.6,301.59,3459.0,54.8,944.0,5869.0,90.2,1879.0,21020.0,,70.94,8.86,17.36,2.09,34.08,0.22,65.0,705.0,3.41,36.0,48.0,0.02658,0.242,0.137,0.918,1.0,3.0,2.0,8.0,58.0,101.0
CsSbO3,Cs,Sb,O,Pm-3m,0.326,80.19,-25.85824747,20.1085789,1.88,0.6,1.35,6.794825259626738,3.6353061342755266,2.9682150292615566,2.0988449752106733,2.9682150292615566,0.0,0.0,0.0,0.0,-24.952764879999997,1.17125892473464,0.4444444444444444,55.0,51.0,8.0,132.9054519,121.76,15.9994,1.0,15.0,16.0,3.893905,8.60839,13.61805,23.15744,16.63,35.1211,45.5,103.2,141.0,0.79,2.05,3.44,0.659,1.984,3.61,3.43,2.06,1.52,244.0,139.0,66.0,2.6,1.45,0.6,301.59,903.78,54.8,944.0,1860.0,90.2,1879.0,6697.0,,70.94,18.19,17.36,2.09,19.79,0.22,65.0,68.0,3.41,36.0,24.0,0.02658,0.242,0.207,0.918,1.0,2.0,2.0,8.0,88.0,101.0
CsSnS3,Cs,Sn,S,P-1,0.0,28.84,-20.8314,13.97,1.88,0.69,1.84,3.500195569872076,4.486019805156989,3.65470353069895,2.7211033324905785,3.6226117587417868,0.0020792929865005583,0.04903996131456351,0.4388336284643441,0.508901621741368,-19.943452019999995,1.0396985083059116,0.37499999999999994,55.0,50.0,16.0,132.9054519,118.71,32.065,1.0,14.0,16.0,3.893905,7.34392,10.36001,23.15744,14.6322,23.33788,45.5,107.3,200.0,0.79,1.96,2.58,0.659,1.824,2.589,3.43,2.17,1.8,244.0,139.0,105.0,2.6,1.45,1.0,301.59,505.08,388.36,944.0,2875.0,717.87,1879.0,7310.0,1960.0,70.94,16.29,15.53,2.09,7.15,1.721,65.0,290.0,9.8,36.0,67.0,0.205,0.242,0.227,0.708,1.0,2.0,2.0,8.0,83.0,94.0
CsSrBr3,Cs,Sr,Br,Cmcm,0.005,20.31,-17.5827226175,6.638043325,1.88,1.18,1.96,3.6997819316785776,5.104788320138425,4.002324604601324,3.0773451471261444,4.39464884398747,0.1974591055805649,0.43748605811829966,0.027570676151766366,0.15395947408636548,-16.896982307499997,0.8647420508778161,0.6020408163265306,55.0,38.0,35.0,132.9054519,87.62,79.904,1.0,2.0,17.0,3.893905,5.69485,11.8138,23.15744,11.0301,21.591,45.5,5.03,324.6,0.79,0.95,2.96,0.659,0.963,2.685,3.43,2.49,1.85,244.0,195.0,120.0,2.6,2.0,1.15,301.59,1050.0,265.8,944.0,1655.0,332.0,1879.0,2630.0,,70.94,33.94,19.78,2.09,7.43,5.285,65.0,137.0,14.8,36.0,35.0,0.12,0.242,0.306,0.474,1.0,1.0,2.0,8.0,15.0,98.0
CsWO3,Cs,W,O,Pm-3m,0.0,188.05,-37.73560849,26.5950365,1.88,0.62,1.35,8.92449840725149,3.53249568001238,2.8842706448720707,2.039487331766338,2.8842706448720707,0.0,0.0,0.0,0.0,-35.20402222,1.1593679711840346,0.4592592592592592,55.0,74.0,8.0,132.9054519,183.84,15.9994,1.0,6.0,16.0,3.893905,7.86403,13.61805,23.15744,16.1,35.1211,45.5,78.6,141.0,0.79,2.36,3.44,0.659,0.89,3.61,3.43,2.18,1.52,244.0,162.0,66.0,2.6,1.35,0.6,301.59,3695.0,54.8,944.0,5828.0,90.2,1879.0,19250.0,,70.94,9.47,17.36,2.09,52.31,0.22,65.0,800.0,3.41,36.0,170.0,0.02658,0.242,0.132,0.918,1.0,3.0,2.0,8.0,55.0,101.0
InBO3,In,B,O,R-3c,0.0,139.0,-34.4053353733333,45.3790963166667,0.92,0.27,1.35,5.239768681376158,3.537897459836623,3.198103717288959,2.579439769537568,2.9400862479276832,0.4110009730663779,0.9871424303066917,0.8435092219657662,0.31847442992595104,-33.7007496133333,0.9908224649959647,0.2,49.0,5.0,8.0,114.818,10.811,15.9994,13.0,13.0,16.0,5.78636,8.29802,13.61805,18.8703,25.1548,35.1211,28.9,26.7,141.0,1.78,2.04,3.44,1.656,2.051,3.61,1.93,1.92,1.52,142.0,84.0,66.0,1.55,0.85,0.6,429.75,2349.0,54.8,2345.0,4200.0,90.2,7310.0,2460.0,,15.76,4.39,17.36,3.291,50.2,0.22,230.0,507.0,3.41,82.0,27.0,0.02658,0.233,1.026,0.918,2.0,2.0,2.0,79.0,86.0,101.0
InGaO3,In,Ga,O,P63/mmc ,0.002,170.0,-29.07773023,31.4388998,0.92,0.62,1.35,6.348371049842657,3.6310616283082195,2.643705335252507,3.0145875458305182,3.5992668146287485,0.0,0.41538915821408356,1.267167593690299,0.797759026058003,-28.38383331,0.8147880169002348,0.4592592592592592,49.0,31.0,8.0,114.818,69.723,15.9994,13.0,13.0,16.0,5.78636,5.999301,13.61805,18.8703,20.51515,35.1211,28.9,28.9,141.0,1.78,1.81,3.44,1.656,1.756,3.61,1.93,1.87,1.52,142.0,122.0,66.0,1.55,1.3,0.6,429.75,302.91,54.8,2345.0,2477.0,90.2,7310.0,5904.0,,15.76,11.8,17.36,3.291,5.585,0.22,230.0,256.0,3.41,82.0,29.0,0.02658,0.233,0.373,0.918,2.0,2.0,2.0,79.0,81.0,101.0
KCaBr3,K,Ca,Br,Cmcm,0.0,26.95,-17.682527,8.68189005,1.64,1.34,1.96,3.137770364308916,4.760687525931628,3.733854658762723,2.923117560998821,4.274974204427614,0.19246247619258533,0.45733743913584635,0.018625398730668125,0.27080104743145883,-17.07937964,0.77138921583987,0.6836734693877552,19.0,20.0,35.0,39.0983,40.078,79.904,1.0,2.0,17.0,4.3406633,6.11316,11.8138,31.63,11.87172,21.591,48.4,2.37,324.6,0.82,1.0,2.96,0.734,1.034,2.685,2.75,2.31,1.85,203.0,176.0,120.0,2.2,1.8,1.15,336.53,1115.0,265.8,1032.0,1757.0,332.0,856.0,1550.0,,45.94,26.2,19.78,2.335,8.54,5.285,76.9,155.0,14.8,100.0,200.0,0.12,0.757,0.647,0.474,1.0,1.0,2.0,10.0,16.0,98.0
KMgF3,K,Mg,F,Pm-3m,0.0,64.0,-24.70479278,21.9558147,1.64,0.72,1.285,3.002405124410519,3.5101925239930547,2.866060194238394,2.026610598634802,2.866060194238394,0.0,0.0,0.0,0.0,-24.16707869,1.0315647555963348,0.5603112840466926,19.0,12.0,9.0,39.0983,24.305,18.9984032,1.0,2.0,17.0,4.3406633,7.646235,17.4228,31.63,15.03527,34.9708,48.4,0.0,328.0,0.82,1.31,3.98,0.734,1.293,4.193,2.75,1.73,1.47,203.0,141.0,57.0,2.2,1.5,0.5,336.53,923.0,53.53,1032.0,1363.0,85.03,856.0,1738.0,,45.94,14.0,11.2,2.335,8.48,0.255,76.9,128.0,3.27,100.0,160.0,0.0277,0.757,1.023,0.824,1.0,1.0,2.0,10.0,73.0,102.0
KMgH3,K,Mg,H,Pm-3m,0.0,35.0,-14.00270921,50.8166236,1.64,0.72,1.3,1.6972485009087663,3.48187888854885,2.8429422077045667,2.0102637135893535,2.8429422077045667,0.0,0.0,0.0,0.0,-13.651085570000001,1.0291554142022028,0.5538461538461538,19.0,12.0,1.0,39.0983,24.305,1.00794,1.0,2.0,1.0,4.3406633,7.646235,13.598443,31.63,15.03527,,48.4,0.0,72.8,0.82,1.31,2.2,0.734,1.293,2.3,2.75,1.73,1.1,203.0,141.0,31.0,2.2,1.5,0.25,336.53,923.0,14.01,1032.0,1363.0,20.28,856.0,1738.0,,45.94,14.0,11.42,2.335,8.48,0.06,76.9,128.0,0.452,100.0,160.0,0.1805,0.757,1.023,14.304,1.0,1.0,1.0,10.0,73.0,103.0
KNbO3,K,Nb,O,R3m,0.0,103.0,-38.90244676,28.3858273,1.64,0.64,1.35,4.460524942822571,3.4879817420507093,2.875663140805176,2.8169560264417615,3.162866598613259,0.04601590802428161,0.07889372483806932,1.1075120114612123,0.5192636682359718,-37.39370056999999,1.0624368219838074,0.47407407407407404,19.0,41.0,8.0,39.0983,92.90638,15.9994,1.0,5.0,16.0,4.3406633,6.75885,13.61805,31.63,14.0,35.1211,48.4,86.1,141.0,0.82,1.6,3.44,0.734,1.41,3.61,2.75,2.18,1.52,203.0,164.0,66.0,2.2,1.45,0.6,336.53,2750.0,54.8,1032.0,5017.0,90.2,856.0,8570.0,,45.94,10.83,17.36,2.335,30.0,0.22,76.9,690.0,3.41,100.0,54.0,0.02658,0.757,0.265,0.918,1.0,3.0,2.0,10.0,53.0,101.0
KSbO3,K,Sb,O,R-3,0.0,66.05,-28.211342355,29.1439907833333,1.64,0.6,1.35,4.304749781750495,4.150302097901793,3.30471224726176,2.0371053400605543,3.4533844671993372,0.39672108390832217,0.746552958177864,0.008723884857935517,0.6993154717898551,-27.364688415,1.0842303978193728,0.4444444444444444,19.0,51.0,8.0,39.0983,121.76,15.9994,1.0,15.0,16.0,4.3406633,8.60839,13.61805,31.63,16.63,35.1211,48.4,103.2,141.0,0.82,2.05,3.44,0.734,1.984,3.61,2.75,2.06,1.52,203.0,139.0,66.0,2.2,1.45,0.6,336.53,903.78,54.8,1032.0,1860.0,90.2,856.0,6697.0,,45.94,18.19,17.36,2.335,19.79,0.22,76.9,68.0,3.41,100.0,24.0,0.02658,0.757,0.207,0.918,1.0,2.0,2.0,10.0,88.0,101.0
KTaO3,K,Ta,O,Pm-3m,0.0,188.0,-41.13018931,27.07,1.64,0.64,1.35,6.820336940441666,3.4866949766651887,2.846874527185004,2.0130442833597626,2.846874527185004,0.0,0.0,0.0,0.0,-38.125738549999994,1.0624368219838074,0.47407407407407404,19.0,73.0,8.0,39.0983,180.94788,15.9994,1.0,5.0,16.0,4.3406633,7.54957,13.61805,31.63,,35.1211,48.4,31.0,141.0,0.82,1.5,3.44,0.734,0.67,3.61,2.75,2.22,1.52,203.0,170.0,66.0,2.2,1.45,0.6,336.53,3290.0,54.8,1032.0,5731.0,90.2,856.0,16650.0,,45.94,10.85,17.36,2.335,36.57,0.22,76.9,735.0,3.41,100.0,57.0,0.02658,0.757,0.14,0.918,1.0,3.0,2.0,10.0,52.0,101.0
KZnF3,K,Zn,F,Pm-3m,0.0,69.0,-20.83597697,17.4065927,1.64,0.74,1.285,3.8016737338158184,3.578341692014702,2.921703756921138,2.065956539137149,2.921703756921138,0.0,0.0,0.0,0.0,-20.29370065,1.0213764617139018,0.575875486381323,19.0,30.0,9.0,39.0983,65.409,18.9984032,1.0,12.0,17.0,4.3406633,9.394199,17.4228,31.63,17.96439,34.9708,48.4,0.0,328.0,0.82,1.65,3.98,0.734,1.59,4.193,2.75,2.01,1.47,203.0,122.0,57.0,2.2,1.35,0.5,336.53,692.68,53.53,1032.0,1180.0,85.03,856.0,7140.0,,45.94,9.16,11.2,2.335,7.068,0.255,76.9,119.0,3.27,100.0,120.0,0.0277,0.757,0.388,0.824,1.0,3.0,2.0,10.0,76.0,102.0
LaAlO3,La,Al,O,R-3c,0.0,181.0,-40.0378233416667,31.7946775166667,1.36,0.535,1.35,6.3740484351269995,3.304057586370329,3.448294513623481,3.0273664624264187,3.5043673191221134,0.007447836715381523,1.0001519111189976,1.105863147878372,0.8815192004864317,-39.0343504716667,1.016583223880925,0.3962962962962963,57.0,13.0,8.0,138.90547,26.9815386,15.9994,3.0,13.0,16.0,5.5769,5.985768,13.61805,11.059,18.82855,35.1211,48.0,42.5,141.0,1.1,1.61,3.44,1.09,1.613,3.61,2.43,1.84,1.52,207.0,121.0,66.0,1.95,1.25,0.6,1193.0,933.47,54.8,3743.0,2792.0,90.2,6146.0,2700.0,,22.39,10.0,17.36,6.2,10.71,0.22,400.0,293.0,3.41,13.0,235.0,0.02658,0.195,0.897,0.918,4.0,2.0,2.0,33.0,80.0,101.0
LaCoN3,La,Co,N,C2/m,0.0,124.88,-39.7818179875,36.182134925,1.36,0.53,1.46,4.98265390233578,3.5757179944759527,3.5290838301560306,3.38492809572185,3.352581112796559,0.5109263345408294,0.8002085851685942,1.1776629142426704,0.8705943169483304,-38.5883754275,1.0020307150482735,0.363013698630137,57.0,27.0,7.0,138.90547,58.933195,14.0067,3.0,9.0,15.0,5.5769,7.88101,14.5341,11.059,17.084,29.6013,48.0,63.7,7.0,1.1,1.88,3.04,1.09,1.84,3.066,2.43,2.0,1.55,207.0,126.0,71.0,1.95,1.35,0.65,1193.0,1768.0,63.05,3743.0,3200.0,77.36,6146.0,8900.0,,22.39,6.67,13.54,6.2,16.2,0.355,400.0,375.0,2.79,13.0,100.0,0.02583,0.195,0.421,1.04,4.0,3.0,2.0,33.0,64.0,100.0
LaCrO3,La,Cr,O,Pnma,0.0,165.0,-43.0499391025,28.0701563,1.36,0.615,1.35,6.580364871844584,3.298780827902446,3.0478060241590157,3.050830651132155,3.192650649348973,0.06284871827493316,0.7760867950974663,1.0431737865948136,0.6077545478038938,-41.505416462499994,0.9751956117127448,0.4555555555555555,57.0,24.0,8.0,138.90547,51.9961,15.9994,3.0,6.0,16.0,5.5769,6.76651,13.61805,11.059,16.4857,35.1211,48.0,64.3,141.0,1.1,1.66,3.44,1.09,1.65,3.61,2.43,2.06,1.52,207.0,139.0,66.0,1.95,1.4,0.6,1193.0,2180.0,54.8,3743.0,2944.0,90.2,6146.0,7140.0,,22.39,7.23,17.36,6.2,21.0,0.22,400.0,339.0,3.41,13.0,94.0,0.02658,0.195,0.449,0.918,4.0,3.0,2.0,33.0,57.0,101.0
LaScO3,La,Sc,O,Pnma,0.0,154.0,-43.71778287,26.87242305,1.36,0.745,1.35,5.728226324978257,3.391348597184747,3.1495408944869303,3.1286225576859015,3.3121553764733545,0.05764485541164294,0.8433638726681897,1.013684903172241,0.5990997750016548,-41.101515989999996,0.9146822801983501,0.5518518518518518,57.0,21.0,8.0,138.90547,44.955912,15.9994,3.0,3.0,16.0,5.5769,6.56149,13.61805,11.059,12.79977,35.1211,48.0,18.1,141.0,1.1,1.36,3.44,1.09,1.19,3.61,2.43,2.15,1.52,207.0,170.0,66.0,1.95,1.6,0.6,1193.0,1814.0,54.8,3743.0,3103.0,90.2,6146.0,2985.0,,22.39,15.0,17.36,6.2,14.1,0.22,400.0,318.0,3.41,13.0,16.0,0.02658,0.195,0.568,0.918,4.0,3.0,2.0,33.0,19.0,101.0
LiAsO3,Li,As,O,R-3,0.0,108.57,-29.28657745,36.9297267,0.92,0.46,1.35,4.301490356395717,3.4602308097248873,3.0462588917066116,3.0078747153169267,3.2519339481274354,0.3654717852093556,0.8937954510242856,1.1406584624288059,0.835011273046396,-28.52310609,0.8868134769577142,0.34074074074074073,3.0,33.0,8.0,6.941,74.9216,15.9994,1.0,15.0,16.0,5.391719,9.7886,13.61805,75.64,18.5892,35.1211,59.6,78.0,141.0,0.98,2.18,3.44,0.912,2.211,3.61,1.82,1.85,1.52,128.0,119.0,66.0,1.45,1.15,0.6,453.69,1090.0,54.8,1615.0,887.0,90.2,535.0,5727.0,,13.02,12.95,17.36,3.0,24.44,0.22,147.0,32.4,3.41,85.0,50.0,0.02658,3.582,0.329,0.918,1.0,2.0,2.0,12.0,89.0,101.0
LiNbO3,Li,Nb,O,R3c,0.0,102.0,-40.008017925,31.4168959833333,0.92,0.64,1.35,4.512135402341831,3.3710315275096003,3.027997130982528,3.0158384809026404,3.2411002207515964,0.3557163807239379,0.901741233350652,1.015747781918622,0.729203461297469,-38.587258115,0.8065991926097802,0.47407407407407404,3.0,41.0,8.0,6.941,92.90638,15.9994,1.0,5.0,16.0,5.391719,6.75885,13.61805,75.64,14.0,35.1211,59.6,86.1,141.0,0.98,1.6,3.44,0.912,1.41,3.61,1.82,2.18,1.52,128.0,164.0,66.0,1.45,1.45,0.6,453.69,2750.0,54.8,1615.0,5017.0,90.2,535.0,8570.0,,13.02,10.83,17.36,3.0,30.0,0.22,147.0,690.0,3.41,85.0,54.0,0.02658,3.582,0.265,0.918,1.0,3.0,2.0,12.0,53.0,101.0
LiSbO3,Li,Sb,O,C2/m,0.001,93.7,-29.4086919225,34.399048325,0.92,0.6,1.35,4.844598657614368,3.4961644065054696,3.089451115074972,3.058037610109941,3.1926834005084546,0.0020087221161498026,0.8530985762737444,1.0794126301253166,0.5314718262632276,-28.6500243625,0.8231448170735706,0.4444444444444444,3.0,51.0,8.0,6.941,121.76,15.9994,1.0,15.0,16.0,5.391719,8.60839,13.61805,75.64,16.63,35.1211,59.6,103.2,141.0,0.98,2.05,3.44,0.912,1.984,3.61,1.82,2.06,1.52,128.0,139.0,66.0,1.45,1.45,0.6,453.69,903.78,54.8,1615.0,1860.0,90.2,535.0,6697.0,,13.02,18.19,17.36,3.0,19.79,0.22,147.0,68.0,3.41,85.0,24.0,0.02658,3.582,0.207,0.918,1.0,2.0,2.0,12.0,88.0,101.0
LiTaO3,Li,Ta,O,R3c,0.0,123.0,-42.1770270316667,31.5961015166667,0.92,0.64,1.35,7.2331914003562074,3.3605810368806726,3.0258264677090385,3.000647112286559,3.2281480195889136,0.36193143866543104,0.9048598961042583,1.0026279661524462,0.7216634800119651,-39.2605626516667,0.8065991926097802,0.47407407407407404,3.0,73.0,8.0,6.941,180.94788,15.9994,1.0,5.0,16.0,5.391719,7.54957,13.61805,75.64,,35.1211,59.6,31.0,141.0,0.98,1.5,3.44,0.912,0.67,3.61,1.82,2.22,1.52,128.0,170.0,66.0,1.45,1.45,0.6,453.69,3290.0,54.8,1615.0,5731.0,90.2,535.0,16650.0,,13.02,10.85,17.36,3.0,36.57,0.22,147.0,735.0,3.41,85.0,57.0,0.02658,3.582,0.14,0.918,1.0,3.0,2.0,12.0,52.0,101.0
MgCO3,Mg,C,O,R3c,0.0,105.0,-35.85445,50.56,0.89,0.16,1.35,2.8989730951007755,3.394961332275484,3.072625550071916,2.471024950031281,2.811486332255119,0.40452966772995774,0.9422511558926473,0.8299173089002521,0.3335827551222915,-35.18296034000001,1.0489531058661368,0.11851851851851851,12.0,6.0,8.0,24.305,12.0107,15.9994,2.0,14.0,16.0,7.646235,11.2603,13.61805,15.03527,24.3833,35.1211,0.0,153.9,141.0,1.31,2.55,3.44,1.293,2.544,3.61,1.73,1.7,1.52,141.0,76.0,66.0,1.5,0.7,0.6,923.0,3800.0,54.8,1363.0,4300.0,90.2,1738.0,2267.0,,14.0,5.29,17.36,8.48,117.4,0.22,128.0,715.0,3.41,160.0,140.0,0.02658,1.023,0.709,0.918,1.0,2.0,2.0,73.0,95.0,101.0
MgSiO3,Mg,Si,O,Cmcm,0.007,139.0,-34.6242051375,41.2670353,0.89,0.4,1.35,3.975370509816493,3.005706690789256,3.2078333674695934,3.268072469125246,3.431557678310463,0.07654552167226769,0.9126675942641855,1.112025420218815,0.9181100399704428,-33.9551852875,0.905096679918781,0.2962962962962963,12.0,14.0,8.0,24.305,28.0855,15.9994,2.0,14.0,16.0,7.646235,8.15168,13.61805,15.03527,16.34584,35.1211,0.0,133.6,141.0,1.31,1.9,3.44,1.293,1.916,3.61,1.73,2.1,1.52,141.0,111.0,66.0,1.5,1.1,0.6,923.0,1687.0,54.8,1363.0,3173.0,90.2,1738.0,2330.0,,14.0,12.06,17.36,8.48,50.21,0.22,128.0,359.0,3.41,160.0,150.0,0.02658,1.023,0.712,0.918,1.0,2.0,2.0,73.0,85.0,101.0
MgTiO3,Mg,Ti,O,R-3,0.0,163.0,-38.6664293166667,34.6857921,0.89,0.605,1.35,3.7844968216299746,3.4713798796114537,3.0082604268407787,2.9880928968746487,3.2168014007997177,0.33378374952983875,0.9063139130671924,1.0106279871653252,0.7431253787431894,-36.9249649066667,0.8101888439170672,0.44814814814814813,12.0,22.0,8.0,24.305,47.867,15.9994,2.0,4.0,16.0,7.646235,6.82812,13.61805,15.03527,13.5755,35.1211,0.0,7.6,141.0,1.31,1.54,3.44,1.293,1.38,3.61,1.73,2.11,1.52,141.0,160.0,66.0,1.5,1.4,0.6,923.0,1941.0,54.8,1363.0,3560.0,90.2,1738.0,4507.0,,14.0,10.64,17.36,8.48,14.15,0.22,128.0,425.0,3.41,160.0,22.0,0.02658,1.023,0.524,0.918,1.0,3.0,2.0,73.0,51.0,101.0
