Name,mean_A2B,X_EA,X_Z,X_IEII,X_Rvdw,mean_X2X,A_Rvdw,mean_A2X,A_IEI,E_coh,A_ChiA,std_A2X,A_ChiP,A_EA,B_Hf,std_B2X,X_G,B_MP,X_Kappa,A_MP,B_Kappa,B_Z,OF,A_Kappa,A_Z,B_Ra,B_Rho,A_CvM,X_MV,A_G,B_EA,A_B,std_X2X,B_CvM,B_ChiP,TF,std_A2B,X_IEI,B_IEI,B_MV
KZnF3,3.578341692014702,328.0,9.0,34.9708,1.47,2.921703756921138,2.75,2.921703756921138,4.3406633,-20.29370065,0.734,0.0,0.82,48.4,7.068,0.0,17.0,692.68,0.0277,336.53,120.0,30.0,0.575875486381323,100.0,19.0,1.35,7140.0,0.757,11.2,1.0,0.0,1.0,0.0,0.388,1.65,1.0213764617139018,0.0,17.4228,9.394199,9.16
LaAlO3,3.304057586370329,141.0,8.0,35.1211,1.52,3.5043673191221134,2.43,3.448294513623481,5.5769,-39.0343504716667,1.09,1.0001519111189976,1.1,48.0,10.71,1.105863147878372,16.0,933.47,0.02658,1193.0,235.0,13.0,0.3962962962962963,13.0,57.0,1.25,2700.0,0.195,17.36,3.0,42.5,4.0,0.8815192004864317,0.897,1.61,1.016583223880925,0.0074478367153815,13.61805,5.985768,10.0
LaCoN3,3.5757179944759527,7.0,7.0,29.6013,1.55,3.352581112796559,2.43,3.5290838301560306,5.5769,-38.5883754275,1.09,0.8002085851685942,1.1,48.0,16.2,1.1776629142426704,15.0,1768.0,0.02583,1193.0,100.0,27.0,0.363013698630137,13.0,57.0,1.35,8900.0,0.195,13.54,3.0,63.7,4.0,0.8705943169483304,0.421,1.88,1.0020307150482737,0.5109263345408294,14.5341,7.88101,6.67
LaCrO3,3.298780827902446,141.0,8.0,35.1211,1.52,3.192650649348973,2.43,3.047806024159016,5.5769,-41.5054164625,1.09,0.7760867950974663,1.1,48.0,21.0,1.0431737865948136,16.0,2180.0,0.02658,1193.0,94.0,24.0,0.4555555555555555,13.0,57.0,1.4,7140.0,0.195,17.36,3.0,64.3,4.0,0.6077545478038938,0.449,1.66,0.9751956117127448,0.0628487182749331,13.61805,6.76651,7.23
LaScO3,3.391348597184747,141.0,8.0,35.1211,1.52,3.3121553764733545,2.43,3.1495408944869303,5.5769,-41.10151599,1.09,0.8433638726681897,1.1,48.0,14.1,1.013684903172241,16.0,1814.0,0.02658,1193.0,16.0,21.0,0.5518518518518518,13.0,57.0,1.6,2985.0,0.195,17.36,3.0,18.1,4.0,0.5990997750016548,0.568,1.36,0.91468228019835,0.0576448554116429,13.61805,6.56149,15.0
LiAsO3,3.460230809724888,141.0,8.0,35.1211,1.52,3.2519339481274354,1.82,3.046258891706612,5.391719,-28.52310609,0.912,0.8937954510242856,0.98,59.6,24.44,1.140658462428806,16.0,1090.0,0.02658,453.69,50.0,33.0,0.3407407407407407,85.0,3.0,1.15,5727.0,3.582,17.36,1.0,78.0,1.0,0.835011273046396,0.329,2.18,0.8868134769577142,0.3654717852093556,13.61805,9.7886,12.95
LiNbO3,3.3710315275096003,141.0,8.0,35.1211,1.52,3.2411002207515964,1.82,3.027997130982528,5.391719,-38.587258115,0.912,0.901741233350652,0.98,59.6,30.0,1.015747781918622,16.0,2750.0,0.02658,453.69,54.0,41.0,0.474074074074074,85.0,3.0,1.45,8570.0,3.582,17.36,1.0,86.1,1.0,0.729203461297469,0.265,1.6,0.8065991926097802,0.3557163807239379,13.61805,6.75885,10.83
LiSbO3,3.4961644065054696,141.0,8.0,35.1211,1.52,3.1926834005084546,1.82,3.089451115074972,5.391719,-28.6500243625,0.912,0.8530985762737444,0.98,59.6,19.79,1.0794126301253166,16.0,903.78,0.02658,453.69,24.0,51.0,0.4444444444444444,85.0,3.0,1.45,6697.0,3.582,17.36,1.0,103.2,1.0,0.5314718262632276,0.207,2.05,0.8231448170735706,0.0020087221161498,13.61805,8.60839,18.19
LiTaO3,3.360581036880673,141.0,8.0,35.1211,1.52,3.2281480195889136,1.82,3.0258264677090385,5.391719,-39.2605626516667,0.912,0.9048598961042584,0.98,59.6,36.57,1.0026279661524462,16.0,3290.0,0.02658,453.69,57.0,73.0,0.474074074074074,85.0,3.0,1.45,16650.0,3.582,17.36,1.0,31.0,1.0,0.7216634800119651,0.14,1.5,0.8065991926097802,0.361931438665431,13.61805,7.54957,10.85
MgCO3,3.394961332275484,141.0,8.0,35.1211,1.52,2.811486332255119,1.73,3.072625550071916,7.646235,-35.18296034000001,1.293,0.9422511558926472,1.31,0.0,117.4,0.8299173089002521,16.0,3800.0,0.02658,923.0,140.0,6.0,0.1185185185185185,160.0,12.0,0.7,2267.0,1.023,17.36,2.0,153.9,1.0,0.3335827551222915,0.709,2.55,1.0489531058661368,0.4045296677299577,13.61805,11.2603,5.29
MgSiO3,3.005706690789256,141.0,8.0,35.1211,1.52,3.431557678310463,1.73,3.2078333674695934,7.646235,-33.9551852875,1.293,0.9126675942641856,1.31,0.0,50.21,1.112025420218815,16.0,1687.0,0.02658,923.0,150.0,14.0,0.2962962962962963,160.0,12.0,1.1,2330.0,1.023,17.36,2.0,133.6,1.0,0.9181100399704428,0.712,1.9,0.905096679918781,0.0765455216722676,13.61805,8.15168,12.06
MgTiO3,3.4713798796114537,141.0,8.0,35.1211,1.52,3.2168014007997177,1.73,3.0082604268407787,7.646235,-36.9249649066667,1.293,0.9063139130671924,1.31,0.0,14.15,1.0106279871653252,16.0,1941.0,0.02658,923.0,22.0,22.0,0.4481481481481481,160.0,12.0,1.4,4507.0,1.023,17.36,2.0,7.6,1.0,0.7431253787431894,0.524,1.54,0.8101888439170672,0.3337837495298387,13.61805,6.82812,10.64
NaBiO3,3.9171581376967,141.0,8.0,35.1211,1.52,3.216158073018884,2.27,3.4362402346442726,5.139076,-25.218367471666703,0.869,0.9975712939608736,0.93,52.8,11.106,1.2368206279767944,16.0,544.4,0.02658,370.87,8.0,83.0,0.5629629629629629,140.0,11.0,1.6,9780.0,1.228,17.36,1.0,91.2,1.0,0.2750973864521161,0.122,2.02,0.9182334504507772,0.405122617430029,13.61805,7.2855,21.31
NaCdF3,3.725843741655223,328.0,9.0,34.9708,1.47,3.155205960779308,2.27,3.3260281900869457,5.139076,-19.1581641333333,0.869,1.0277883948315183,0.93,52.8,6.21,1.0547803263134583,17.0,594.22,0.0277,370.87,97.0,48.0,0.7392996108949417,140.0,11.0,1.55,8650.0,1.228,11.2,1.0,0.0,1.0,0.1228383709017894,0.231,1.69,0.8463134853127582,0.4726171910353078,17.4228,8.99382,13.0
NaCoF3,3.334345693082476,328.0,9.0,34.9708,1.47,3.3175884343952986,2.27,3.422467279708594,5.139076,-23.692840365,0.869,0.9372366510973452,0.93,52.8,16.2,1.190863202232305,17.0,1768.0,0.0277,370.87,100.0,27.0,0.5797665369649806,140.0,11.0,1.35,8900.0,1.228,11.2,1.0,63.7,1.0,0.6660876500105787,0.421,1.88,0.9317786402335048,0.1613684097149119,17.4228,7.88101,6.67
NaMgF3,3.232982140205683,328.0,9.0,34.9708,1.47,3.474343942670854,2.27,3.318361706911754,5.139076,-24.035219825,0.869,0.9067448640114082,0.93,52.8,8.48,1.173711946168869,17.0,923.0,0.0277,370.87,160.0,12.0,0.5603112840466926,140.0,11.0,1.5,1738.0,1.228,11.2,1.0,0.0,1.0,0.856184618749419,1.023,1.31,0.9433968277675884,0.1308514161734402,17.4228,7.646235,14.0
NaMnF3,3.3241472728738906,328.0,9.0,34.9708,1.47,3.2917719454117136,2.27,3.112538073558358,5.139076,-27.4931740175,0.869,0.8876872156204257,0.93,52.8,12.91,0.937897389245102,17.0,1519.0,0.0277,370.87,7.8,25.0,0.6459143968871596,140.0,11.0,1.4,7470.0,1.228,11.2,1.0,0.0,1.0,0.5762253682909384,0.479,1.55,0.8943312717134821,0.0610944747596873,17.4228,7.43402,7.35
NaNbO3,3.433826515288835,141.0,8.0,35.1211,1.52,3.332376084426129,2.27,3.1618334627972104,5.139076,-37.7408969283333,0.869,0.8520579337853992,0.93,52.8,30.0,1.1101369296891566,16.0,2750.0,0.02658,370.87,54.0,41.0,0.474074074074074,140.0,11.0,1.45,8570.0,1.228,17.36,1.0,86.1,1.0,0.7368288645232636,0.265,1.6,0.9736043117844924,0.1273979043699307,13.61805,6.75885,10.83
NaSbO3,3.803119416433269,141.0,8.0,35.1211,1.52,3.141929357245988,2.27,3.363844917551716,5.139076,-27.8220007833333,0.869,0.947640515109058,0.93,52.8,19.79,1.3019600318209936,16.0,903.78,0.02658,370.87,24.0,51.0,0.4444444444444444,140.0,11.0,1.45,6697.0,1.228,17.36,1.0,103.2,1.0,0.3701704044216234,0.207,2.05,0.993575682282636,0.3955082371558348,13.61805,8.60839,18.19
RbAuBr3,4.696130027432551,324.6,35.0,21.591,1.85,4.263065748726646,3.03,3.7438106660223625,4.177128,-12.808423090000002,0.706,0.0938696516281955,0.82,46.9,12.55,0.4535217198737396,17.0,1337.33,0.12,312.46,320.0,79.0,0.5663265306122449,58.0,37.0,1.35,19300.0,0.363,19.78,1.0,222.8,1.0,0.4672006692576012,0.129,2.54,0.8476068256568385,0.170382954072121,11.8138,9.22553,10.21
RbAuI3,4.984314841598948,295.2,53.0,19.1313,1.98,4.355964045301409,3.03,3.9678453245583154,4.177128,-11.55174763,0.706,0.1219658428181563,0.82,46.9,12.55,0.4725487065070124,17.0,1337.33,0.449,312.46,320.0,79.0,0.5045454545454545,58.0,37.0,1.35,19300.0,0.363,25.72,1.0,222.8,1.0,0.3912713490483824,0.129,2.54,0.8374195112541588,0.249126774456435,10.45126,9.22553,10.21
RbBiO3,3.761605747072622,141.0,8.0,35.1211,1.52,3.0713382312828803,3.03,3.0713382312828803,4.177128,-23.99254258,0.706,0.0,0.82,46.9,11.106,0.0,16.0,544.4,0.02658,312.46,8.0,83.0,0.662962962962963,58.0,37.0,1.6,9780.0,0.363,17.36,1.0,91.2,1.0,0.0,0.122,2.02,0.966956711912116,0.0,13.61805,7.2855,21.31
RbBrO3,3.981858068074092,141.0,8.0,35.1211,1.52,3.535709355458157,3.03,3.358804090786993,4.177128,-19.84921039,0.706,0.295209029519129,0.82,46.9,5.285,1.251885455279057,16.0,265.8,0.02658,312.46,0.12,35.0,0.2888888888888888,58.0,37.0,1.15,,0.363,17.36,1.0,324.6,1.0,0.698461721696124,0.474,2.96,1.24759644726592,0.1112163104713013,13.61805,11.8138,19.78
RbCaH3,3.932833892742981,72.8,1.0,,1.1,3.211145426781324,3.03,3.211145426781324,4.177128,-14.50427741,0.706,0.0,0.82,46.9,8.54,0.0,1.0,1115.0,0.1805,312.46,200.0,20.0,0.7692307692307692,58.0,37.0,1.8,1550.0,0.363,11.42,1.0,2.37,1.0,0.0,0.647,1.0,0.928461947471032,0.0,13.598443,6.11316,26.2
RbIO3,3.990908433502199,141.0,8.0,35.1211,1.52,3.52918066910888,3.03,3.316452273804241,4.177128,-21.33813369,0.706,0.182455220981886,0.82,46.9,7.76,1.2455646419786033,16.0,386.85,0.02658,312.46,0.449,53.0,0.7037037037037036,58.0,37.0,1.4,4940.0,0.363,17.36,1.0,295.2,1.0,0.6679564802295554,0.214,2.66,0.9438338340185658,0.0269829405296419,13.61805,10.45126,25.72
RbMgF3,3.576165460476302,328.0,9.0,34.9708,1.47,2.919926871310728,3.03,2.919926871310728,4.177128,-23.81685517,0.706,0.0,0.82,46.9,8.48,0.0,17.0,923.0,0.0277,312.46,160.0,12.0,0.5603112840466926,58.0,37.0,1.5,1738.0,0.363,11.2,1.0,0.0,1.0,0.0,1.023,1.31,1.059778492501534,0.0,17.4228,7.646235,14.0
RbPbBr3,4.958378739060351,324.6,35.0,21.591,1.85,4.460307835699354,3.03,3.876494294212352,4.177128,-15.24042934,0.706,0.4639227677754504,0.82,46.9,4.774,0.0263082285368171,17.0,600.61,0.12,312.46,35.0,82.0,0.6071428571428571,58.0,37.0,1.8,11340.0,0.363,19.78,1.0,35.1,1.0,0.2750200578830894,0.13,2.33,0.8260803031004745,0.2171185128261617,11.8138,7.41663,18.26
RbPbCl3,4.739654178685431,349.0,17.0,23.8136,1.75,4.253639825273736,3.03,3.715200682133883,4.177128,-16.899116335000002,0.706,0.465620064053928,0.82,46.9,4.774,0.0267891877790824,17.0,600.61,0.0089,312.46,35.0,82.0,0.6574585635359116,58.0,37.0,1.8,11340.0,0.363,17.39,1.0,35.1,1.0,0.2676632778988843,0.13,2.33,0.8320289791961709,0.20723744304104,12.96763,7.41663,18.26
RbReO3,3.4483855991428976,141.0,8.0,35.1211,1.52,2.815595051420584,3.03,2.815595051420584,4.177128,-34.07811628,0.706,0.0,0.82,46.9,34.08,0.0,16.0,3459.0,0.02658,312.46,48.0,75.0,0.4296296296296296,58.0,37.0,1.35,21020.0,0.363,17.36,1.0,14.5,1.0,0.0,0.137,1.9,1.1247760716283424,0.0,13.61805,7.83352,8.86
RbSbO3,3.5452123947630385,141.0,8.0,35.1211,1.52,2.894653798986617,3.03,2.894653798986617,4.177128,-25.96438079,0.706,0.0,0.82,46.9,19.79,0.0,16.0,903.78,0.02658,312.46,24.0,51.0,0.4444444444444444,58.0,37.0,1.45,6697.0,0.363,17.36,1.0,103.2,1.0,0.0,0.207,2.05,1.1132399067911287,0.0,13.61805,8.60839,18.19
RbWO3,3.4677685736792405,141.0,8.0,35.1211,1.52,2.831421183857717,3.03,2.831421183857717,4.177128,-36.32050124,0.706,0.0,0.82,46.9,52.31,0.0,16.0,3695.0,0.02658,312.46,170.0,74.0,0.4592592592592592,58.0,37.0,1.35,19250.0,0.363,17.36,1.0,78.6,1.0,0.0,0.132,2.36,1.1019379788034014,0.0,13.61805,7.86403,9.47
ReTlO3,3.4526049991806262,141.0,8.0,35.1211,1.52,2.819040177124956,2.16,1.9933624256823823,7.83352,-33.70790334,,0.0,1.9,14.5,4.142,0.0,16.0,577.0,0.02658,3459.0,46.0,81.0,0.4296296296296296,48.0,75.0,1.9,11850.0,0.137,17.36,7.0,19.2,3.0,0.0,0.129,1.62,1.1174485402170826,0.0,13.61805,6.108194,17.22
ScBO3,3.442130178418884,141.0,8.0,35.1211,1.52,2.8733270112268365,2.15,3.108851132143198,6.56149,-40.5384598633333,1.19,0.9769072417393776,1.36,18.1,50.2,0.7961015669829504,16.0,2349.0,0.02658,1814.0,27.0,5.0,0.2,16.0,21.0,0.85,2460.0,0.568,17.36,3.0,26.7,3.0,0.2769055980233368,1.026,2.04,0.9144374732011216,0.400595325007418,13.61805,8.29802,4.39
SrWN3,4.247508559111188,7.0,7.0,29.6013,1.55,3.440956785598301,2.49,3.2768140852891734,5.69485,-40.406952355,0.963,0.6160190017498502,0.95,5.03,52.31,1.2578828910492943,15.0,3695.0,0.02583,1050.0,170.0,74.0,0.410958904109589,35.0,38.0,1.35,19250.0,0.306,13.54,2.0,78.6,1.0,0.7393785546889398,0.132,2.36,0.995441585165528,0.967268419226048,14.5341,7.86403,9.47
TiCdO3,3.680918877870942,141.0,8.0,35.1211,1.52,3.01936041609552,2.11,3.1756722286579144,6.82812,-32.6693974133333,1.38,1.1906931017743398,1.54,7.6,6.21,0.9075744677292984,16.0,594.22,0.02658,1941.0,97.0,48.0,0.7037037037037036,22.0,22.0,1.55,8650.0,0.524,17.36,4.0,0.0,3.0,0.2911614641920585,0.231,1.69,0.6425448576869063,0.3274093761681366,13.61805,8.99382,13.0
TiPbO3,3.42885512404814,141.0,8.0,35.1211,1.52,2.881777362798307,2.11,1.9114963184767944,6.82812,-36.17090159,1.38,0.113330855980372,1.54,7.6,4.774,0.1638702228448392,16.0,600.61,0.02658,1941.0,35.0,82.0,0.8814814814814814,22.0,22.0,1.8,11340.0,0.524,17.36,4.0,35.1,3.0,0.1071168151045684,0.13,2.33,0.5818319577479859,0.0,13.61805,7.41663,18.26
TlCrO3,3.2207041124661764,141.0,8.0,35.1211,1.52,3.147160982453567,1.96,2.9959933051168086,6.108194,-31.72019175,,0.7900819849150219,1.62,19.2,21.0,0.9877844985933496,16.0,2180.0,0.02658,577.0,94.0,24.0,0.3629629629629629,46.0,81.0,1.4,7140.0,0.129,17.36,13.0,64.3,2.0,0.5824943636606538,0.449,1.66,1.17210634924944,0.0501590248748062,13.61805,6.76651,7.23
TlIO3,3.842850080645303,141.0,8.0,35.1211,1.52,2.837151514871232,1.96,2.8662770353144778,6.108194,-20.75735856,,5.042186672232753e-12,1.62,19.2,7.76,4.122421278060612e-12,16.0,386.85,0.02658,577.0,0.449,53.0,0.7037037037037036,46.0,81.0,1.4,4940.0,0.129,17.36,13.0,295.2,2.0,2.0386466580538264e-12,0.214,2.66,0.937685079399552,0.0,13.61805,10.45126,25.72
YVO3,3.1422426613658123,141.0,8.0,35.1211,1.52,3.2428022006023096,2.32,2.9691297160471923,6.2173,-41.454188195,1.12,0.8140318175301319,1.22,29.6,21.5,0.9302688011314708,16.0,2183.0,0.02658,1799.0,31.0,23.0,0.474074074074074,17.0,39.0,1.35,6110.0,0.298,17.36,3.0,50.6,3.0,0.6792932577901354,0.489,1.63,0.8616753489333554,0.0540700850319669,13.61805,6.74619,8.32
YWN3,3.4199706044522897,7.0,7.0,29.6013,1.55,3.0476778811860843,2.32,2.748824037755967,6.2173,-44.84656275,1.12,0.5828367652911729,1.22,29.6,52.31,0.820555296675862,15.0,3695.0,0.02583,1799.0,170.0,74.0,0.4246575342465754,17.0,39.0,1.35,19250.0,0.298,13.54,3.0,78.6,3.0,0.3319272716556247,0.132,2.36,0.8617863895711048,0.1057194087747408,14.5341,7.86403,9.47
