Name,mean_A2B,X_EA,X_Z,X_IEII,X_Rvdw,mean_X2X,A_Rvdw,mean_A2X,A_IEI,E_coh,A_ChiA,std_A2X,A_ChiP,A_EA,B_Hf,std_B2X,X_G,B_MP,X_Kappa,A_MP,B_Kappa,B_Z,OF,A_Kappa,A_Z,B_Ra,B_Rho,A_CvM,X_MV,A_G,B_EA,A_B,std_X2X,B_CvM,B_ChiP,TF,std_A2B,X_IEI,B_IEI,B_MV,Coeff_A
AlBiO3,-0.9303292421635466,-0.4490500668675767,-0.3622040571405643,0.5713558484042306,-0.1589360970487678,0.4748268634320361,-1.5179158956416772,-0.4149756705139152,0.8492769934426458,-5.699699148339683,2.8320957871252754,1.685227819887046,2.1891108443651186,0.2901597332117708,-0.4267956449833793,0.3860634987261869,0.1875186870247729,-0.8763832949270711,-0.3674305556997124,0.5387772185931886,-1.0000545798004203,1.4518059747588838,-0.640492302331146,3.0627026582967307,-1.242015554113184,0.748870175543916,0.2123579609237968,0.3678798352173528,0.3591888364420176,3.39240949459789,0.1218554188309823,0.7257069527487126,1.738662742311038,-0.5890269308599383,0.2500902190218291,-0.1806321307367866,0.4315754405180604,-0.1397270711479531,-0.4754053470236032,1.1881006331686277,-0.6785670395753163
BaHfO3,-0.3694197453328227,-0.4490500668675767,-0.3622040571405643,0.5713558484042306,-0.1589360970487678,-0.8470350827048564,-0.0314112586973356,-0.6060703447521631,0.1778506041131008,-1.2151697631492056,0.0139497329697929,-0.9990721113509434,-0.353595036567143,-1.314734030181664,0.3350026010745977,-1.1221536505463567,0.1875186870247729,0.9718766467275072,-0.3674305556997124,0.660890883587452,-0.8316221362947711,1.035788632594176,0.0635850929701481,-0.9832997880948108,0.9136522088279628,0.5356687020794559,0.7939644081675696,-0.5535232849294756,0.3591888364420176,-0.1197320998093373,-0.9428964174674724,-0.459120725208369,-1.1928947500599572,-0.5522167188634416,-1.1875541537982628,0.3137499095411862,-0.7205654257996832,-0.1397270711479531,-0.8006503814886471,-0.1029163645410567,-0.40027992539063556
BaLiF3,-0.6362155695713592,1.4123489357201058,-0.2662559625337923,0.5426881507425069,-0.4466032410284384,-1.1182576087331668,-0.0314112586973356,-0.8771903804860146,0.1778506041131008,0.1282058644004702,0.0139497329697929,-0.9990721113509434,-0.353595036567143,-1.314734030181664,-0.8104874917924983,-1.1221536505463567,0.4554025256315916,-0.9618521261401046,-0.3555324224381685,0.660890883587452,-0.1354347031380878,-1.5737746955299,0.4194200945309803,-0.9832997880948108,0.9136522088279628,0.1092657551505357,-1.3108577911353194,-0.5535232849294756,-1.653641031634246,-0.1197320998093373,-0.2470717525180437,-0.459120725208369,-1.1928947500599572,5.200215501316378,-1.8265072083849705,0.208741388519333,-0.7205654257996832,2.1225636079289667,-1.81316106801104,-0.1718143491710526,0.2834313512926516
BaLiH3,-0.676717434897744,-1.127913232517202,-1.0338407193879684,,-2.5753401064779977,-1.1594314848762153,-0.0314112586973356,-0.918348697734484,0.1778506041131008,0.9666994870546702,0.0139497329697929,-0.9990721113509434,-0.353595036567143,-1.314734030181664,-0.8104874917924983,-1.1221536505463567,-3.830738892077508,-0.9618521261401046,1.2677129011010395,0.660890883587452,-0.1354347031380878,-1.5737746955299,0.3823541994142509,-0.9832997880948108,0.9136522088279628,0.1092657551505357,-1.3108577911353194,-0.5535232849294756,-1.581754250631522,-0.1197320998093373,-0.2470717525180437,-0.459120725208369,-1.1928947500599572,5.200215501316378,-1.8265072083849705,0.1937820740720867,-0.7205654257996832,-0.1513853228976509,-1.81316106801104,-0.1718143491710526,-1.6843812816688448
BaSeO3,-0.2568838885608779,-0.4490500668675767,-0.3622040571405643,0.5713558484042306,-0.1589360970487678,-0.002596096942191,-0.0314112586973356,-0.7622682800387369,0.1778506041131008,-0.2492460930936852,0.0139497329697929,-0.699702008812623,-0.353595036567143,-1.314734030181664,-0.6358239197809452,0.7913629763451508,0.1875186870247729,-0.9238712134932368,-0.3674305556997124,0.660890883587452,-1.084046224961904,-0.4013621857929964,-0.7813077813914052,-0.9832997880948108,0.9136522088279628,-1.1699430856362238,-0.6050215248485423,-0.5535232849294756,0.3591888364420176,-0.1197320998093373,1.3337111272496185,-0.459120725208369,0.7109803400895165,-0.2560618314370808,1.308356215681063,1.1199337638935496,-0.4426395432174472,-0.1397270711479531,1.2671911889785528,0.3859312406908191,-0.009186555008944886
BaTiO3,-0.6427051781433981,-0.4490500668675767,-0.3622040571405643,0.5713558484042306,-0.1589360970487678,-0.3878756888972581,-0.0314112586973356,-0.8176196486047016,0.1778506041131008,-0.7975872865209309,0.0139497329697929,-0.834523486001273,-0.353595036567143,-1.314734030181664,-0.2827100316491875,1.0282227202348933,0.1875186870247729,0.4395220040710855,-0.3674305556997124,0.660890883587452,-0.8428509658618144,-0.855199286336314,-0.3588613442106287,-0.9832997880948108,0.9136522088279628,-0.1039357183139243,-0.6564269672111648,-0.5535232849294756,0.3591888364420176,-0.1197320998093373,-0.8541670977759346,-0.459120725208369,0.4769995592313337,0.0835960338033216,-0.7083393628582322,0.6951923981733793,-0.5035264563540335,-0.1397270711479531,-0.7984958794902578,-0.5622362620743624,-0.37661431588026373
CaCO3,-0.0876689386156013,-0.4490500668675767,-0.3622040571405643,0.5713558484042306,-0.1589360970487678,-0.5492577999307504,-0.6861811583037719,0.5308315437243128,0.9597716435019,-0.7121023953675566,0.6029884574039308,1.5674970445947736,0.0348739174641746,-1.965685686227057,4.604556583579229,0.8382942173911012,0.1875186870247729,2.191110111501683,-0.3674305556997124,0.8719696672089804,0.4821509230492926,-1.460315420394071,-2.1492295779767767,2.41012161855616,-0.8910928950297415,-3.088756346816363,-1.0254916816094797,0.0354833272278765,0.3591888364420176,-0.1197320998093373,0.85387230628617,-0.459120725208369,0.3953974768501866,0.3931364528647719,1.308356215681063,2.0168164798164576,1.895530957868219,-0.1397270711479531,2.332369913041244,-1.4398653520040718,-1.0689158003348056
CaSnO3,-0.0523435479423183,-0.4490500668675767,-0.3622040571405643,0.5713558484042306,-0.1589360970487678,-0.5053382927496057,-0.6861811583037719,0.237680423593461,0.9597716435019,-0.2735563067076899,0.6029884574039308,1.3271812880185707,0.0348739174641746,-1.965685686227057,-0.6140501411561988,1.142842047539956,0.1875186870247729,-0.9134314091735322,-0.3674305556997124,0.8719696672089804,-0.3375536353448668,0.2037539482647604,-0.0168808950642855,2.41012161855616,-0.8910928950297415,0.1092657551505357,-0.1946017911136306,0.0354833272278765,0.3591888364420176,-0.1197320998093373,0.3098214776512138,-0.459120725208369,-0.4022562299938637,-0.4133418281493853,0.1302865212868213,-0.2707992495582557,1.1724990543518627,-0.1397270711479531,-0.4341378038282253,0.3646056740196294,-0.6027853456000378
CaTcN3,0.5423399948163858,-1.782886785299392,-0.4581521517473363,-0.4814715471591844,0.0136641893390344,0.3654899736611833,-0.6861811583037719,-0.1763102172254439,0.9597716435019,-0.8433022113570441,0.6029884574039308,0.6199460566395295,0.0348739174641746,-1.965685686227057,0.6232684963456975,1.205352304461182,-0.0803651515820458,0.9002678806356699,-0.3753980556516392,0.8719696672089804,-0.5172149084175593,-0.0609843603855081,-0.709659983826498,2.41012161855616,-0.8910928950297415,-0.3171371917783835,0.4957469380510742,0.0354833272278765,-0.8890270882416395,-0.1197320998093373,-0.3241261617238529,-0.459120725208369,1.4497724125414326,,0.0104828235518135,0.0628864753721348,3.954205365751095,0.4049529673745289,-0.479290514561682,-0.8919623313750569,-0.8654778595465913
CaWN3,-0.0977616261422565,-1.782886785299392,-0.4581521517473363,-0.4814715471591844,0.0136641893390344,-0.2949859307202157,-0.6861811583037719,0.2043854051414731,0.9597716435019,-1.0377487872646376,0.6029884574039308,0.93272411084275,0.0348739174641746,-1.965685686227057,1.523566908177605,1.0689098107441468,-0.0803651515820458,2.0921769478221712,-0.3753980556516392,0.8719696672089804,0.819015810060591,1.1114281493513956,-0.5608530196532306,2.41012161855616,-0.8910928950297415,-0.3171371917783835,1.772644945455958,0.0354833272278765,-0.8890270882416395,-0.1197320998093373,-0.025248453289199,-0.459120725208369,0.8275763709757142,-0.5722950163160762,0.9289778395202056,-0.0701471639599362,0.662083607396017,0.4049529673745289,-0.0667351696045343,-0.7541663621150652,-0.7609683767315375
CdSnO3,-0.095369735349632,-0.4490500668675767,-0.3622040571405643,0.5713558484042306,-0.1589360970487678,-0.5631132918774263,-0.9162354473546817,0.1659332448594982,3.458339203785849,0.1594355224831787,2.474052640900604,1.315027243572776,2.471633720024258,-2.098911543293342,-0.6140501411561988,1.0939201720949867,0.1875186870247729,-0.9134314091735322,-0.3674305556997124,-0.0839051930903203,-0.3375536353448668,0.2037539482647604,-0.0168808950642855,0.4896688444624787,0.5125977413040287,0.1092657551505357,-0.1946017911136306,-0.5176244620666121,0.3591888364420176,3.073123895106324,0.3098214776512138,1.910534630705794,-0.4582908422355315,-0.4133418281493853,0.1302865212868213,-0.3434856439895354,1.1500190450864771,-0.1397270711479531,-0.4341378038282253,0.3646056740196294,-0.40141575824018155
CsAuBr3,2.1085680533882223,1.378505317491239,2.22839449724228,-2.0093282243361874,1.7396670532170564,1.677839516402616,1.2958250242886833,1.9793199007878088,-0.9651200656890332,1.2285792383398288,-0.8407339064052304,-0.9201578051016532,-0.7067486311410681,0.4588000586121317,-0.3584449138222186,-0.3821591206704278,0.4554025256315916,-0.1292683094375907,0.6250012383122826,-0.6210181013613454,2.503340245117083,1.300526941244445,0.2830191266660911,-0.6476866819425169,0.8635204003874712,-0.3171371917783835,1.780882997116635,-0.5029990157150751,1.1499434274719789,-0.4390176993009034,1.6582736387528754,-0.459120725208369,-0.1677145335104631,-0.5773145906792347,1.288388932725229,-0.6059774440746987,-0.7205654257996832,-1.212527638261307,0.8950203945944912,-0.6327746749098343,1.8379551854469927
CsAuCl3,1.7352216684911266,1.6213830483101663,0.5013287943203837,-1.5853972541236352,1.1643327652577151,1.436259070187695,1.2958250242886833,1.6078083385631174,-0.9651200656890332,1.1182305072220171,-0.8407339064052304,-0.9288767274016096,-0.7067486311410681,0.4588000586121317,-0.3584449138222186,-0.3135051577315546,0.4554025256315916,-0.1292683094375907,-0.5552510878997988,-0.6210181013613454,2.503340245117083,1.300526941244445,0.5379343152504835,-0.6476866819425169,0.8635204003874712,-0.3171371917783835,1.780882997116635,-0.5029990157150751,0.3689915793060257,-0.4390176993009034,1.6582736387528754,-0.459120725208369,0.0356913068624924,-0.5773145906792347,1.288388932725229,-0.5422945493061394,-0.7205654257996813,-0.5264644661108842,0.8950203945944912,-0.6327746749098343,1.4722148796547336
CsAuI3,2.711774493495292,1.085857559865154,3.955460200164176,-2.478482821399004,2.4876016275641986,2.1888257548033305,1.2958250242886833,2.5878853363608507,-0.9651200656890332,1.3306077622219792,-0.8407339064052304,-0.9256328457298784,-0.7067486311410681,0.4588000586121317,-0.3584449138222186,-0.3851099979285252,0.4554025256315916,-0.1292683094375907,4.120077883890814,-0.6210181013613454,2.503340245117083,1.300526941244445,-0.0525419579431822,-0.6476866819425169,0.8635204003874712,-0.3171371917783835,1.780882997116635,-0.5029990157150751,3.090886514545518,-0.4390176993009034,1.6582736387528754,-0.459120725208369,-0.3564421551257725,-0.5773145906792347,1.288388932725229,-0.6958645994700784,-0.7205654257996813,-2.022689026491669,0.8950203945944912,-0.6327746749098343,2.019726688615673
CsAuSe3,0.7552101224362712,0.0884662226497219,2.132446402635508,-2.085813565403061,2.0273341971967254,0.9128901074816598,1.2958250242886833,2.0028391519315654,-0.9651200656890332,0.9497778237218828,-0.8407339064052304,-0.1052520599835634,-0.7067486311410681,0.4588000586121317,-0.3584449138222186,-0.1452604558358232,0.1875186870247729,-0.1292683094375907,4.874334546006546,-0.6210181013613454,2.503340245117083,1.300526941244445,0.2519486558689364,-0.6476866819425169,0.8635204003874712,-0.3171371917783835,1.780882997116635,-0.5029990157150751,0.0520362267031079,-0.4390176993009034,1.6582736387528754,-0.459120725208369,1.3403098159840172,-0.5773145906792347,1.288388932725229,-0.6140013514198622,0.6990152476922931,-2.4382346173679386,0.8950203945944912,-0.6327746749098343,1.4485897959447451
CsBeH3,-0.3690003461668023,-1.127913232517202,-1.0338407193879684,,-2.5753401064779977,0.3214099158522164,1.2958250242886833,-0.1112992382918169,-0.9651200656890332,1.066177734928629,-0.8407339064052304,-0.75083885639134,-0.7067486311410681,0.4588000586121317,-0.5787860866443812,1.6954086833415134,-3.830738892077508,0.0805359530054277,1.2677129011010395,-0.6210181013613454,1.0435924014014566,-1.5359549371512904,-2.1244708124277207,-0.6476866819425169,0.8635204003874712,-1.596346032565143,-1.0945265545259502,-0.5029990157150751,-1.581754250631522,-0.4390176993009034,-0.9428964174674724,-0.459120725208369,1.6845312148814633,2.260418115959792,-0.6484375139907282,3.9772060578661295,-0.6005838617641739,-0.1513853228976509,0.9636607090808808,-1.51204419304502,-0.8663618507514551
CsBiO3,-0.0099268217371606,-0.4490500668675767,-0.3622040571405643,0.5713558484042306,-0.1589360970487678,-0.4815774181960496,1.2958250242886833,-0.2407507803643024,-0.9651200656890332,0.3661940409103181,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.4588000586121317,-0.4267956449833793,-1.1221536505463567,0.1875186870247729,-0.8763832949270711,-0.3674305556997124,-0.6210181013613454,-1.0000545798004203,1.4518059747588838,0.8078954822886595,-0.6476866819425169,0.8635204003874712,0.748870175543916,0.2123579609237968,-0.5029990157150751,0.3591888364420176,-0.4390176993009034,0.1218554188309823,-0.459120725208369,-1.1928947500599572,-0.5890269308599383,0.2500902190218291,0.3229412091851461,-0.7205654257996832,-0.1397270711479531,-0.4754053470236032,1.1881006331686277,0.8076839636429995
CsBrO3,0.4708816913114421,-0.4490500668675767,-0.3622040571405643,0.5713558484042306,-0.1589360970487678,0.7035069694899307,1.2958250242886833,0.5535613409588628,-0.9651200656890332,0.668910871218137,-0.8407339064052304,-0.5749882430498262,-0.7067486311410681,0.4588000586121317,-0.7023286131891382,1.3914965610730288,0.1875186870247729,-1.1388859558900428,-0.3674305556997124,-0.6210181013613454,-1.0885377567887211,-0.3635424274143866,-1.2238707155807902,-0.6476866819425169,0.8635204003874712,-1.1699430856362238,,-0.5029990157150751,0.3591888364420176,-0.4390176993009034,2.846779526200054,-0.459120725208369,1.2137289091612913,-6.353891598939128e-05,2.1270148168702825,2.386849264072761,-0.3210463119764344,-0.1397270711479531,2.723359046191564,0.937115117730786,0.2954372963284521
CsCaF3,0.2496082834462732,1.4123489357201058,-0.2662559625337923,0.5426881507425069,-0.4466032410284384,-0.2177360817666664,1.2958250242886833,0.0229908549943139,-0.9651200656890332,0.2257801928448921,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.4588000586121317,-0.5482554622683781,-1.1221536505463567,0.4554025256315916,-0.3387522168744087,-0.3555324224381685,-0.6210181013613454,1.1558806970718891,-0.9308388030935336,2.870971403128706,-0.6476866819425169,0.8635204003874712,1.601676069401755,-1.143625342423583,-0.5029990157150751,-1.653641031634246,-0.4390176993009034,-0.9152268796162956,-0.459120725208369,-1.1928947500599572,0.2893985826928265,-1.7865726424733013,-0.8288923085153732,-0.7205654257996832,2.1225636079289667,-1.3035394036766228,1.9902700256464367,0.8112011197003364
CsCaH3,0.325570195691004,-1.127913232517202,-1.0338407193879684,,-2.5753401064779977,-0.1405138022210297,1.2958250242886833,0.1001839535781577,-0.9651200656890332,1.1041539693407278,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.4588000586121317,-0.5482554622683781,-1.1221536505463567,-3.830738892077508,-0.3387522168744087,1.2677129011010395,-0.6210181013613454,1.1558806970718891,-0.9308388030935336,2.8056183775281567,-0.6476866819425169,0.8635204003874712,1.601676069401755,-1.143625342423583,-0.5029990157150751,-1.581754250631522,-0.4390176993009034,-0.9152268796162956,-0.459120725208369,-1.1928947500599572,0.2893985826928265,-1.7865726424733013,-0.8346694609039385,-0.7205654257996832,-0.1513853228976509,-1.3035394036766228,1.9902700256464367,-0.9943211392828184
CsCdCl3,1.4889896633087771,1.6213830483101663,0.5013287943203837,-1.5853972541236352,1.1643327652577151,1.042209232288244,1.2958250242886833,1.2824600575398648,-0.9651200656890332,1.1483003514791483,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.4588000586121317,-0.6585443844328546,-1.1221536505463567,0.4554025256315916,-0.8294418643126588,-0.5552510878997988,-0.6210181013613454,-0.0006887483335684,0.1281144315075408,1.1380949994852096,-0.6476866819425169,0.8635204003874712,0.5356687020794559,0.026177993392504,-0.5029990157150751,0.3689915793060257,-0.4390176993009034,-0.9428964174674724,-0.459120725208369,-1.1928947500599572,-0.4066490623318404,-0.4088301185207131,-0.9426824596217472,-0.7205654257996832,-0.5264644661108842,0.7313418181857098,-0.1750952055820047,1.653771936494537
CsCdF3,0.220665505513216,1.4123489357201058,-0.2662559625337923,0.5426881507425069,-0.4466032410284384,-0.2471590810346819,1.2958250242886833,-0.0064210258319445,-0.9651200656890332,0.7221001372462288,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.4588000586121317,-0.6585443844328546,-1.1221536505463567,0.4554025256315916,-0.8294418643126588,-0.3555324224381685,-0.6210181013613454,-0.0006887483335684,0.1281144315075408,2.744167025097789,-0.6476866819425169,0.8635204003874712,0.5356687020794559,0.026177993392504,-0.5029990157150751,-1.653641031634246,-0.4390176993009034,-0.9428964174674724,-0.459120725208369,-1.1928947500599572,-0.4066490623318404,-0.4088301185207131,-0.7599968906920869,-0.7205654257996832,2.1225636079289667,0.7313418181857098,-0.1750952055820047,1.00669431852659
CsGeCl3,1.7249687264920803,1.6213830483101663,0.5013287943203837,-1.5853972541236352,1.1643327652577151,1.158412961692193,1.2958250242886833,1.6529294802838588,-0.9651200656890332,0.9014453636823416,-0.8407339064052304,-0.8813908094094081,-0.7067486311410681,0.4588000586121317,0.7960386963029247,-0.4408227753388577,0.4554025256315916,-0.2479221504105519,-0.5552510878997988,-0.6210181013613454,-0.4161554423141698,-0.477001702550216,-0.602370984795496,-0.6476866819425169,0.8635204003874712,-0.7435401387073036,-0.5219819641089215,-0.5029990157150751,0.3689915793060257,-0.4390176993009034,0.4464179303342393,-0.459120725208369,-0.5882169563057588,-0.257735022891467,0.230122936065994,0.3921540854776867,-0.4654012084922682,-0.5264644661108842,-0.0417288185412617,-0.0717482286370107,1.5629803838485266
CsIO3,0.3762592004072984,-0.4490500668675767,-0.3622040571405643,0.5713558484042306,-0.1589360970487678,0.2887632194583223,1.2958250242886833,0.3298270218336117,-0.9651200656890332,0.5500382278378031,-0.8407339064052304,-0.8347723625520675,-0.7067486311410681,0.4588000586121317,-0.5851762173277307,-0.0303122174638118,0.1875186870247729,-1.0248301514766625,-0.3674305556997124,-0.6210181013613454,-1.084843471861164,0.3172132234005898,1.0291769493833514,-0.6476866819425169,0.8635204003874712,-0.1039357183139243,-0.5850854398297048,-0.5029990157150751,0.3591888364420176,-0.4390176993009034,2.503537157919631,-0.459120725208369,1.1417887771865944,-0.4350933170564061,1.5279963281952444,0.1528886901556634,-0.6301491186650257,-0.1397270711479531,1.7608688321307913,1.911529471783584,0.3582007133679006
CsMgBr3,1.848452937186226,1.378505317491239,2.22839449724228,-2.0093282243361874,1.7396670532170564,1.1359864228623944,1.2958250242886833,1.8126611097240095,-0.9651200656890332,1.0545638248614542,-0.8407339064052304,-0.7973632922783289,-0.7067486311410681,0.4588000586121317,-0.5510955203498666,-1.122148825699084,0.4554025256315916,-0.519658573316945,0.6250012383122826,-0.6210181013613454,0.7067275143901581,-1.233396870122412,-0.7977294116025136,-0.6476866819425169,0.8635204003874712,0.3224672286149958,-1.1126502681794388,-0.5029990157150751,1.1499434274719789,-0.4390176993009034,-0.9428964174674724,-0.459120725208369,-0.7994203981507604,0.9185185695420444,-1.1675868708424282,0.2936955848060555,-0.7205654257996832,-1.212527638261307,-0.2205842721419758,-0.0110523850343954,1.586297840551893
CsMgCl3,1.4191228842487398,1.6213830483101663,0.5013287943203837,-1.5853972541236352,1.1643327652577151,0.5443396817896186,1.2958250242886833,1.3959229331936849,-0.9651200656890332,0.884925393148795,-0.8407339064052304,-0.7926363174393026,-0.7067486311410681,0.4588000586121317,-0.5510955203498666,-1.1221536249570785,0.4554025256315916,-0.519658573316945,-0.5552510878997988,-0.6210181013613454,0.7067275143901581,-1.233396870122412,-0.6323790190072325,-0.6476866819425169,0.8635204003874712,0.3224672286149958,-1.1126502681794388,-0.5029990157150751,0.3689915793060257,-0.4390176993009034,-0.9428964174674724,-0.459120725208369,-0.7425565206875524,0.9185185695420444,-1.1675868708424282,0.4205355085437229,-0.7205654257996832,-0.5264644661108842,-0.2205842721419758,-0.0110523850343954,1.160540753609315
